minute,player_id,opponent_strength,hot_days,altitude,sprints,pressures,xg_flow,EVM,cumulative_load,stamina_index,injury_prob,injury_event
1,1,0.6920695362000662,33.90712931626968,1691.5154864458273,1,3,0,0.0038742889576968663,4,0.9949999541164525,0.0010050251719739903,0
1,2,0.8433117324080565,28.064256122073566,1691.5154864458273,1,0,2,100.02086608416646,1,0.9949999905057753,0.0010050251352180246,0
1,3,0.5692249196851313,34.63960835914734,1691.5154864458273,0,2,3,149.9948598376651,2,0.9949999765626264,0.0010050251493016582,0
1,4,0.6931497720138203,34.411195757753354,1691.5154864458273,1,1,1,49.99665260147536,2,0.9949999767171718,0.0010050251491455558,0
1,5,0.6256950555111959,32.29802159662961,1691.5154864458273,0,1,2,100.00731136225787,1,0.9949999890734793,0.0010050251366647519,0
1,6,0.7082561347884986,33.955915554356366,1691.5154864458273,0,0,1,49.99977046118867,0,0.995,0.0010050251256281406,0
1,7,0.9320166766994553,33.413837697691456,1691.5154864458273,2,2,2,100.03178578766341,4,0.9949999547839808,0.001005025171299736,0
1,8,0.7772397392558031,31.49979478907122,1691.5154864458273,0,0,2,99.99393279373781,0,0.995,0.0010050251256281406,0
1,9,0.6586681131848375,34.144591583389555,1691.5154864458273,1,2,1,49.99777605663194,3,0.9949999653463367,0.0010050251606309583,0
1,10,0.6938281412693446,31.833852215927546,1691.5154864458273,0,3,1,49.999898021071274,3,0.9949999676915275,0.0010050251582621383,0
1,11,0.7012557012486658,29.17175038825775,1691.5154864458273,0,1,2,99.99609782075204,1,0.9949999901311065,0.0010050251355964684,0
1,12,0.6460386979495076,33.09668156422323,1691.5154864458273,1,0,0,-0.004926603641797202,1,0.9949999888032901,0.0010050251369376634,0
1,13,0.8429909020353186,31.5579488520129,1691.5154864458273,1,2,2,99.9969172961136,3,0.9949999679715444,0.0010050251579793,0
1,14,0.5111190464266515,32.60436293687901,1691.5154864458273,1,1,0,0.020463890384304163,2,0.9949999779396861,0.001005025147910724,0
1,15,0.8099110860962566,33.30311785062279,1691.5154864458273,0,1,1,49.999211815988026,1,0.9949999887334521,0.0010050251370082048,0
1,16,0.986558468555999,33.62516703842162,1691.5154864458273,1,2,0,0.0036262309871791408,3,0.9949999658735055,0.0010050251600984782,0
1,17,0.7569896438453878,28.12782594665941,1691.5154864458273,0,3,3,150.00429243990072,3,0.994999971452808,0.0010050251544629608,0
1,18,0.8513343878368491,31.59924952780558,1691.5154864458273,0,1,2,100.00167210731612,1,0.994999989309876,0.0010050251364259733,0
1,19,0.6243582158715317,32.03573427219207,1691.5154864458273,0,1,0,-0.0010292520846740259,1,0.9949999891622119,0.001005025136575125,0
1,20,0.5138198904586377,31.60929115429076,1691.5154864458273,0,1,1,50.02015818750733,1,0.9949999893064789,0.0010050251364294046,0
1,21,0.6701303546538362,29.49310342931874,1691.5154864458273,0,0,2,100.00410671714785,0,0.995,0.0010050251256281406,0
1,22,0.9154233232727572,32.24585300453245,1691.5154864458273,0,2,0,0.012410249293104081,2,0.994999978182256,0.00100502514766571,0
2,1,0.8351422089839236,33.38453351397341,1691.5154864458273,1,0,1,50.02800100151635,5,0.9899999435295446,0.0010101010677180478,0
2,2,0.5860689140116575,30.182808978732446,1691.5154864458273,0,2,0,0.013635951844608587,3,0.9899999693671867,0.0010101010413557945,0
2,3,0.9082088427447325,32.72727575472012,1691.5154864458273,1,0,0,-0.007892438463598087,3,0.9899999667847837,0.0010101010439906308,0
2,4,0.5729196885068562,29.14343105458718,1691.5154864458273,0,0,1,50.00785005861088,2,0.989999980281374,0.0010101010302200045,0
2,5,0.9970104244209003,32.46657483646951,1691.5154864458273,0,2,0,-0.007387128814545951,3,0.9899999670493715,0.001010101043720671,0
2,6,0.6704827013977628,29.942168597247687,1691.5154864458273,0,2,0,-0.007858687620807723,2,0.9899999797409432,0.0010101010307714082,0
2,7,0.6239931062845299,33.409161726856915,1691.5154864458273,1,1,3,150.01517335349206,6,0.9899999321854627,0.0010101010792924621,0
2,8,0.8761403688688701,33.53235686689651,1691.5154864458273,2,2,0,0.02501580084130921,4,0.9899999546235992,0.001010101056398738,0
2,9,0.8236942292037117,33.96069267690158,1691.5154864458273,2,0,0,0.01764568629647785,5,0.9899999425549624,0.0010101010687124181,0
2,10,0.5804731017203414,33.278221412660116,1691.5154864458273,0,1,0,-0.021052865868392858,4,0.9899999549674985,0.0010101010560478558,0
2,11,0.5912939337441794,30.65696772558954,1691.5154864458273,1,1,0,0.00878109286096656,3,0.9899999688859585,0.0010101010418467938,0
2,12,0.9433129456239098,32.605644137215485,1691.5154864458273,0,0,2,100.00448830579143,1,0.9899999889694096,0.0010101010213555664,0
2,13,0.8326051629702143,33.32153883121898,1691.5154864458273,0,3,3,149.9871400485152,6,0.9899999323633212,0.001010101079110992,0
2,14,0.9998555380234722,30.909392005180145,1691.5154864458273,0,2,0,0.0027923353489031446,4,0.9899999581730278,0.0010101010527772411,0
2,15,0.6120703275916308,34.33294171720118,1691.5154864458273,0,1,0,0.004613531388152394,2,0.989999976770119,0.0010101010338025526,0
2,16,0.6059146628740164,31.097205951722586,1691.5154864458273,0,5,0,0.025285212566710725,8,0.9899999158377513,0.0010101010959721007,0
2,17,0.977428886029989,31.54615253191558,1691.5154864458273,0,1,2,100.02047823187218,4,0.9899999573113556,0.0010101010536564088,0
2,18,0.6807576061633188,34.64051879320837,1691.5154864458273,0,1,0,0.004973610278378335,2,0.9899999765620104,0.0010101010340148864,0
2,19,0.7417677267572913,29.121151442735226,1691.5154864458273,0,2,1,49.99272436895201,3,0.9899999704446728,0.001010101040256431,0
2,20,0.894031312840835,32.464009973761854,1691.5154864458273,0,1,0,-0.0007415326444743593,2,0.9899999780346498,0.0010101010325123463,0
2,21,0.885714493344126,28.557278693880246,1691.5154864458273,1,1,1,50.01533009575135,2,0.9899999806779683,0.0010101010298153577,0
2,22,0.8963541385941567,32.794483724333865,1691.5154864458273,1,1,1,50.00202330691709,4,0.9899999556220983,0.001010101055379965,0
3,1,0.7089541818053725,28.305947348756188,1691.5154864458273,1,2,2,99.99033084471206,8,0.9849999233920828,0.0010152285053548643,0
3,2,0.8448387248316525,33.48951594083633,1691.5154864458273,1,1,0,0.016244903733885943,5,0.9849999433519652,0.001015228484782435,0
3,3,0.9582032433871367,28.152033415186736,1691.5154864458273,1,2,1,50.021395342424604,6,0.9849999428564794,0.0010152284852931268,0
3,4,0.7691586155893491,33.71470644883972,1691.5154864458273,1,2,0,0.014635967480643358,5,0.9849999429710519,0.0010152284851750381,0
3,5,0.8824753154560926,28.75633342251722,1691.5154864458273,0,0,0,0.0012599372421875155,3,0.98499997081493,0.0010152284564766637,0
3,6,0.7264973758115383,30.690602943621435,1691.5154864458273,0,0,0,-0.0029168201664524847,2,0.984999979234548,0.0010152284477986575,0
3,7,0.9213331220074299,28.52182673195701,1691.5154864458273,1,2,4,200.02288798620296,9,0.9849999131587991,0.0010152285159021966,0
3,8,0.8599652150607476,33.50438854306693,1691.5154864458273,1,0,0,0.0035849442638924553,5,0.9849999433268078,0.0010152284848083644,0
3,9,0.9601590549020638,34.233840680018986,1691.5154864458273,0,0,0,-0.01382293777376504,5,0.9849999420929283,0.0010152284860801104,0
3,10,0.606936594799107,30.48858520896952,1691.5154864458273,1,1,0,-0.0014729397951459573,6,0.9849999381137031,0.0010152284901814536,0
3,11,0.9463997760740059,34.72757243143952,1691.5154864458273,0,3,2,100.01441336064609,6,0.9849999295093281,0.0010152284990498873,0
3,12,0.9893714728842464,28.857947281795845,1691.5154864458273,0,0,0,0.003078391479741231,1,0.984999990237267,0.0010152284364582781,0
3,13,0.957938519351069,28.123216837642186,1691.5154864458273,0,0,1,49.99605106935096,6,0.9849999429149718,0.0010152284852328393,0
